"Health care and social assistance  [62]","123,259","123,481","123,737","123,862","124,257","124,587","124,832","124,766","124,577","124,391","124,440","124,463","124,739","125,146","125,336","125,717","125,739","125,819","126,100","126,181","126,285","126,809","127,025","127,248","127,755","128,114","128,472","128,497","128,809","129,038","129,324","129,563","129,599","129,564","129,539","129,366","129,385","129,549","129,737","129,954","130,194","130,493","130,786","130,944","131,104","131,095","131,346","131,845","132,265","132,572","132,974","133,462","133,942","134,476","134,919","135,235","135,633","135,950","136,314","136,822","137,082","137,371","137,397","137,686","138,123","138,729","139,240","139,627","139,899","140,161","140,528","141,041","141,412","141,773","123,893","111,548","116,049","124,782","130,264","132,832","134,377","136,211","137,530","138,673","140,353","141,433","142,104","143,098","143,810","144,510","144,772","144,946"
"Arts, entertainment and recreation  [71]","13,505","12,969","13,698","13,827","13,899","13,853","13,804","13,819","13,697","13,586","13,796","13,671","13,731","13,629","13,632","13,720","13,558","14,269","14,211","14,026","13,959","14,160","14,022","14,219","14,231","14,228","14,272","13,986","14,269","14,276","14,385","14,409","14,554","14,402","14,398","14,454","14,845","14,626","14,840","15,433","15,006","15,000","15,032","15,208","15,146","15,121","15,181","15,234","15,273","15,393","15,287","15,264","15,431","15,385","15,167","15,067","15,274","15,355","15,509","15,699","15,618","15,642","15,781","15,679","15,683","15,742","15,692","15,629","15,687","15,752","15,813","16,018","15,950","16,101","10,355","6,187","5,990","6,289","7,354","7,900","7,987","8,198","7,980","7,834","7,428","7,538","7,733","7,671","7,566","8,023","8,702","9,256"
"Accommodation and food services  [72]","37,796","38,117","38,348","38,492","38,951","39,096","38,873","39,427","39,307","39,670","39,703","39,872","39,640","39,353","39,330","39,793","39,925","40,199","40,276","40,157","40,027","40,284","40,248","40,468","40,753","41,020","41,109","41,192","40,986","41,201","41,491","41,513","41,389","40,953","41,003","40,218","41,267","40,840","40,854","41,307","41,436","41,797","41,836","41,978","42,100","41,825","42,009","41,735","41,854","42,018","41,957","41,981","42,245","42,431","42,867","42,791","42,884","43,017","42,962","43,317","43,022","43,177","43,164","43,351","43,415","43,713","43,598","43,592","43,801","43,685","43,827","43,835","44,216","43,922","28,203","15,594","18,584","24,131","28,115","30,211","29,948","28,660","28,423","26,668","26,128","27,757","30,746","28,420","27,381","30,702","33,864","36,248"
"Other services (except public administration)  [81]","36,503","36,719","36,727","36,857","37,036","37,157","37,332","37,342","37,407","37,314","37,360","37,410","37,304","37,342","37,363","37,398","37,337","37,320","37,260","37,153","37,098","37,138","37,068","37,087","36,933","36,745","36,628","36,511","36,526","36,501","36,514","36,597","36,661","36,684","36,804","36,960","37,259","37,494","37,555","37,781","37,924","38,115","38,200","38,314","38,391","38,373","38,377","38,421","38,384","38,369","38,308","38,295","38,384","38,361","38,523","38,543","38,510","38,628","38,730","38,833","38,921","38,963","38,891","38,924","38,956","38,960","39,051","38,995","39,007","38,970","38,986","38,908","38,890","38,822","33,460","24,103","26,906","29,542","32,086","33,293","34,015","34,276","34,518","34,419","34,095","34,165","34,273","34,434","34,475","34,702","35,583","36,227"
"Public administration  [91]","121,852","121,766","121,657","121,431","121,317","121,209","121,087","121,039","121,031","121,097","121,120","121,102","121,302","121,587","121,902","121,991","121,955","122,073","122,206","122,181","122,285","122,431","122,418","122,617","123,015","123,349","123,525","123,827","124,631","124,775","124,421","124,529","124,721","124,459","124,506","124,582","125,201","125,487","125,699","125,684","125,871","126,256","126,771","127,227","127,645","127,640","127,661","127,662","127,955","128,222","128,616","129,070","129,668","130,001","130,425","130,765","130,837","131,203","131,417","131,629","132,265","132,409","132,630","132,772","133,077","133,130","133,417","133,588","133,494","133,732","133,920","134,494","135,151","135,525","128,450","125,295","125,532","127,898","130,319","131,218","132,741","133,748","133,645","134,639","136,069","136,929","137,992","137,781","137,934","138,570","138,970","138,183"

Footnotes:
1,"Aggregates are not always equal to the sum of their components."
2,"At the lowest level of detail, it may not be possible to produce a homogeneous series from 1997 to the present. Only industries and certain aggregates that provide good continuity back to 1997 have data from 1997 to 2006."
3,"Effective November 30, 2018 the data is presented on a 2012 reference year basis."
4,"The alphanumeric code appearing in square brackets beside the industry title represents the identification code of an aggregation of NAICS industries, whose definition is included in the full classification provided in the definitions, data sources and methods for the statistical program 1301 - Gross domestic product by Industry - National (Monthly)."



"How to cite: Statistics Canada. Table 36-10-0434-01  Gross domestic product (GDP) at basic prices, by industry, monthly (x 1,000,000)"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610043401
